Symbol,Sector
SAKSOFT,Technology Services
SAKUMA,Distribution Services
SALASAR,OTHER
SALONA,Process Industries
SALSTEEL,Non-Energy Minerals
SALZERELEC,Producer Manufacturing
SAMAY,OTHER
SAMBHAAV,Consumer Services
SAMBHV,OTHER
SAMHI,Consumer Services
SAMMAANCAP,Financial Services
SAMPANN,Producer Manufacturing
SANATHAN,OTHER
SANCO,OTHER
SANDESH,OTHER
SANDHAR,Consumer Durables
SANDUMA,Oil Gas & Consumable Fuels
SANGAMIND,Process Industries
SANGANI,OTHER
SANGHIIND,Non-Energy Minerals
SANGHVIMOV,Finance
SANGINITA,Process Industries
SANOFI,Healthcare
SANOFICONR,Healthcare
SANSERA,Automobile and Auto Components
SANSTAR,OTHER
SANWARIA,Process Industries
SAPPHIRE,Consumer Services
SARDAEN,Metals & Mining
SAREGAMA,Media Entertainment & Publication
SARLAPOLY,Process Industries
SAROJA,OTHER
SARTELE,OTHER
SARVESHWAR,Process Industries
SASKEN,Technology Services
SASTASUNDR,Retail Trade
SATECH,OTHER
SATIA,Process Industries
SATIN,OTHER
SATIPOLY,OTHER
SATKARTAR,OTHER
SATTVAENGG,OTHER
SAURASHCEM,Non-Energy Minerals
SAVY,OTHER
SAWALIYA,OTHER
SBC,Distribution Services
SBCL,Non-Energy Minerals
SBFC,Financial Services
SBGLP,OTHER
SBICARD,Financial Services
SBILIFE,Financial Services
SBIN,Financial Services
SCHAEFFLER,Automobile and Auto Components
SCHAND,Consumer Services
SCHNEIDER,Capital Goods
SCI,Services
SCILAL,OTHER
SCML,OTHER
SCODATUBES,OTHER
SCPL,Consumer Non-Durables
SDBL,OTHER
SDREAMS,OTHER
SEAMECLTD,Industrial Services
SECMARK,Technology Services
SECURKLOUD,OTHER
SEJALLTD,Process Industries
SEL,OTHER
SELLOWRAP,OTHER
SELMC,Process Industries
SEMAC,OTHER
SENCO,Consumer Durables
SENORES,OTHER
SEPC,Industrial Services
SEQUENT,Healthcare
SERVICE,OTHER
SERVOTECH,OTHER
SESHAPAPER,OTHER
SETCO,Producer Manufacturing
SETUINFRA,OTHER
SFL,Consumer Durables
SFML,OTHER
SGFIN,Finance
SGIL,OTHER
SGL,Process Industries
SGLTL,OTHER
SGMART,Utilities
SHAH,Non-Energy Minerals
SHAHALLOYS,Non-Energy Minerals
SHAILY,Capital Goods
SHAIVAL,OTHER
SHAKTIPUMP,Capital Goods
SHALBY,Health Services
SHALPAINTS,Process Industries
SHANKARA,OTHER
SHANTHALA,OTHER
SHANTI,OTHER
SHANTIGEAR,Producer Manufacturing
SHANTIGOLD,OTHER
SHARDACROP,Chemicals
SHARDAMOTR,Automobile and Auto Components
SHAREINDIA,Financial Services
SHEEL,OTHER
SHEETAL,OTHER
SHEKHAWATI,OTHER
SHEMAROO,Consumer Services
SHERA,OTHER
SHETHJI,OTHER
SHIGAN,OTHER
SHILCTECH,Producer Manufacturing
SHILPAMED,Healthcare
SHIVALIK,Process Industries
SHIVAMAUTO,Producer Manufacturing
SHIVAMILLS,Process Industries
SHIVASHRIT,OTHER
SHIVATEX,Process Industries
SHIVAUM,OTHER
SHK,Process Industries
SHKSIL,OTHER
SHOPERSTOP,Retail Trade
SHRADHA,Industrial Services
SHREDIGCEM,Non-Energy Minerals
SHREECEM,Construction Materials
SHREEJISPG,OTHER
SHREEKARNI,OTHER
SHREEOSFM,OTHER
SHREEPUSHK,OTHER
SHREERAMA,Process Industries
SHRENIK,Distribution Services
SHREYANIND,Process Industries
SHRIAHIMSA,OTHER
SHRINGARMS,OTHER
SHRIPISTON,Automobile and Auto Components
SHRIRAMFIN,Financial Services
SHRIRAMPPS,Finance
SHRITECH,OTHER
SHUBHLAXMI,OTHER
SHUBHSHREE,OTHER
SHYAMCENT,Non-Energy Minerals
SHYAMMETL,Capital Goods
SHYAMTEL,Electronic Technology
SICALLOG,Transportation
SIDDHICOTS,OTHER
SIDDHIKA,OTHER
SIEMENS,Capital Goods
SIGACHI,Health Technology
SIGIND,Process Industries
SIGMA,Technology Services
SIGNATURE,Realty
SIGNORIA,OTHER
SIGNPOST,Commercial Services
SIKKO,Process Industries
SIL,Process Industries
SILGO,Consumer Durables
SILINV,Finance
SILKFLEX,OTHER
SILKY,OTHER
SILLYMONKS,OTHER
SILVERTUC,OTHER
SIMBHALS,Process Industries
SIMPLEXINF,Industrial Services
SINCLAIR,Consumer Services
SINDHUTRAD,Transportation
SINTERCOM,Producer Manufacturing
SIRCA,Process Industries
SIS,Commercial Services
SITINET,Consumer Services
SIYSIL,Process Industries
SJLOGISTIC,OTHER
SJS,Producer Manufacturing
SJVN,Power
SKFINDIA,Automobile and Auto Components
SKIPPER,Capital Goods
SKMEGGPROD,Process Industries
SKP,OTHER
SKYGOLD,Consumer Durables
SLONE,OTHER
SMARTEN,OTHER
SMARTLINK,Electronic Technology
SMARTWORKS,OTHER
SMCGLOBAL,Finance
SMLMAH,OTHER
SMLT,Non-Energy Minerals
SMSLIFE,Health Technology
SMSPHARMA,Health Technology
SMVD,OTHER
SNEHAA,OTHER
SNOWMAN,Commercial Services
SOBHA,Realty
SOFTTECH,Technology Services
SOLARA,Health Technology
SOLARINDS,Chemicals
SOLARWORLD,OTHER
SOLEX,Producer Manufacturing
SOMANYCERA,Producer Manufacturing
SOMATEX,Process Industries
SOMICONVEY,Producer Manufacturing
SONACOMS,Automobile and Auto Components
SONAMAC,OTHER
SONAMLTD,Consumer Durables
SONATSOFTW,Information Technology
SONUINFRA,OTHER
SOTAC,OTHER
SOTL,Process Industries
SOUTHBANK,Financial Services
SOUTHWEST,OTHER
SPAL,Consumer Non-Durables
SPANDANA,OTHER
SPARC,Healthcare
SPCENET,OTHER
SPCL,OTHER
SPECIALITY,Consumer Services
SPECTRUM,OTHER
SPECTSTM,OTHER
SPENCERS,Retail Trade
SPIC,OTHER
SPLIL,Consumer Non-Durables
SPLPETRO,Process Industries
SPMLINFRA,Industrial Services
SPORTKING,Process Industries
SPPPOLY,OTHER
SPRL,OTHER
SPUNWEB,OTHER
SRD,OTHER
SREEL,Retail Trade
SRF,Chemicals
SRGHFL,Finance
SRHHYPOLTD,OTHER
SRIVASAVI,OTHER
SRM,Industrial Services
SRPL,Process Industries
SSDL,OTHER
SSEGL,OTHER
SSFL,OTHER
SSWL,Producer Manufacturing
STALLION,OTHER
STANLEY,OTHER
STAR,Healthcare
STARCEMENT,Construction Materials
STARHEALTH,Financial Services
STARPAPER,Process Industries
STARTECK,Finance
STCINDIA,OTHER
STEELCAS,Non-Energy Minerals
STEELCITY,OTHER
STEELXIND,Non-Energy Minerals
STEL,Finance
STERTOOLS,Producer Manufacturing
STLNETWORK,OTHER
STLTECH,Telecommunication
STOVEKRAFT,Consumer Durables
STUDDS,OTHER
STUDIOLSD,OTHER
STYL,OTHER
STYLAMIND,Non-Energy Minerals
STYLEBAAZA,OTHER
STYRENIX,Chemicals
SUBAHOTELS,OTHER
SUBEXLTD,Technology Services
SUBROS,Capital Goods
SUDARSCHEM,Chemicals
SUKHJITS,Consumer Non-Durables
SULA,Process Industries
SUMEETINDS,Process Industries
SUMICHEM,Chemicals
SUMIT,Finance
SUMMITSEC,Miscellaneous
SUNCLAY,Producer Manufacturing
SUNDARAM,Producer Manufacturing
SUNDARMFIN,Financial Services
SUNDRMBRAK,Producer Manufacturing
SUNDRMFAST,Automobile and Auto Components
SUNDROP,OTHER
SUNFLAG,Capital Goods
SUNLITE,OTHER
SUNPHARMA,Healthcare
SUNREST,OTHER
SUNTECH,OTHER
SUNTECK,Realty
SUNTV,Media Entertainment & Publication
SUPERHOUSE,Consumer Non-Durables
SUPERSPIN,Process Industries
SUPRAJIT,Producer Manufacturing
SUPREME,Finance
SUPREMEENG,Non-Energy Minerals
SUPREMEIND,Capital Goods
SUPREMEINF,OTHER
SUPREMEPWR,OTHER
SUPRIYA,Healthcare
SURAJEST,OTHER
SURAJLTD,Non-Energy Minerals
SURAKSHA,OTHER
SURANASOL,Electronic Technology
SURANAT&P,OTHER
SURANI,OTHER
SURYALAXMI,Process Industries
SURYAROSNI,Capital Goods
SURYODAY,OTHER
SUTLEJTEX,OTHER
SUVEN,Health Technology
SUVIDHAA,Commercial Services
SUYOG,Industrial Services
SUZLON,Capital Goods
SVLL,Transportation
SVPGLOB,Distribution Services
SWANCORP,Chemicals
SWARAJ,OTHER
SWARAJENG,Producer Manufacturing
SWASTIK,OTHER
SWELECTES,Producer Manufacturing
SWIGGY,Consumer Services
SWSOLAR,Construction
SYLVANPLY,OTHER
SYMPHONY,Consumer Durables
SYNCOMF,OTHER
SYNGENE,Healthcare
SYNOPTICS,OTHER
SYRMA,Capital Goods
SYSTANGO,OTHER
SYSTMTXC,Finance
TAC,OTHER
TAINWALCHM,OTHER
TAJGVK,OTHER
TAKE,Technology Services
TALBROAUTO,Producer Manufacturing
TANKUP,OTHER
TANLA,Information Technology
TAPIFRUIT,OTHER
TARACHAND,OTHER
TARAPUR,Producer Manufacturing
TARC,Realty
TARIL,Capital Goods
TARMAT,Industrial Services
TARSONS,Process Industries
TASTYBITE,Consumer Non-Durables
TATACAP,OTHER
TATACHEM,Chemicals
TATACOMM,Telecommunication
TATACONSUM,Fast Moving Consumer Goods
TATAELXSI,Information Technology
TATAINVEST,Financial Services
TATAPOWER,Power
TATASTEEL,Metals & Mining
TATATECH,Information Technology
TATVA,OTHER
TAURIAN,OTHER
TBI,OTHER
TBOTEK,Consumer Services
TBZ,Consumer Durables
TCI,Transportation
TCIEXP,Transportation
TCIFINANCE,Finance
TCL,OTHER
TCPLPACK,Commercial Services
TCS,Information Technology
TDPOWERSYS,Capital Goods
TEAMGTY,OTHER
TEAMLEASE,Services
TECHD,OTHER
TECHERA,OTHER
TECHLABS,OTHER
TECHM,Information Technology
TECHNOE,Construction
TECILCHEM,OTHER
TEGA,Capital Goods
TEJASCARGO,OTHER
TEJASNET,Telecommunication
TEMBO,OTHER
TENNIND,OTHER
TERASOFT,Technology Services
TEXINFRA,OTHER
TEXMOPIPES,OTHER
TEXRAIL,Capital Goods
TFCILTD,Finance
TFL,Finance
TGBHOTELS,Consumer Services
TGL,OTHER
THANGAMAYL,Consumer Durables
THEINVEST,Finance
THEJO,Distribution Services
THELEELA,Consumer Services
THEMISMED,Health Technology
THERMAX,Capital Goods
THESL,OTHER
THOMASCOOK,Consumer Services
THOMASCOTT,Consumer Non-Durables
THYROCARE,Healthcare
TI,Fast Moving Consumer Goods
TICL,OTHER
TIGERLOGS,Transportation
TIIL,Producer Manufacturing
TIINDIA,Automobile and Auto Components
TIJARIA,Producer Manufacturing
TIL,Producer Manufacturing
TIMESCAN,OTHER
TIMETECHNO,Capital Goods
TIMKEN,Capital Goods
TINNARUBR,OTHER
TIPSFILMS,Consumer Services
TIPSMUSIC,Media Entertainment & Publication
TIRUMALCHM,Process Industries
TIRUPATI,OTHER
TIRUPATIFL,Producer Manufacturing
TITAGARH,Capital Goods
TITAN,Consumer Durables
TMB,OTHER
TMCV,Consumer Durables
TMPV,Automobile and Auto Components
TNPETRO,Process Industries
TNPL,Process Industries
TNTELE,OTHER
TOKYOPLAST,Producer Manufacturing
TOLINS,OTHER
TORNTPHARM,Healthcare
TORNTPOWER,Power
TOTAL,OTHER
TOUCHWOOD,OTHER
TPHQ,Industrial Services
TPLPLASTEH,Process Industries
TRACXN,Technology Services
TRANSRAILL,Capital Goods
TRANSTEEL,OTHER
TRANSWIND,OTHER
TRANSWORLD,OTHER
TRAVELFOOD,OTHER
TREEHOUSE,OTHER
TREJHARA,Technology Services
TREL,Finance
TRENT,Consumer Services
TRF,Producer Manufacturing
TRIDENT,Textiles
TRIDHYA,OTHER
TRIGYN,Technology Services
TRITURBINE,Capital Goods
TRIVENI,Fast Moving Consumer Goods
TROM,OTHER
TRU,Finance
TRUALT,OTHER
TRUST,OTHER
TSC,OTHER
TSFINV,Financial Services
TTKHLTCARE,Health Technology
TTKPRESTIG,Consumer Durables
TTL,Process Industries
TTML,Telecommunication
TUNWAL,OTHER
TVSELECT,Electronic Technology
TVSHLTD,Producer Manufacturing
TVSMOTOR,Automobile and Auto Components
TVSSCS,Services
TVSSRICHAK,Consumer Durables
TVTODAY,Consumer Services
TVVISION,Consumer Services
UBL,Fast Moving Consumer Goods
UCAL,Producer Manufacturing
UCL,OTHER
UCOBANK,Financial Services
UDS,Commercial Services
UFBL,OTHER
UFLEX,Process Industries
UFO,Consumer Services
UGARSUGAR,OTHER
UGROCAP,Finance
UHTL,OTHER
UJJIVANSFB,Financial Services
ULTRACEMCO,Construction Materials
UMA,OTHER
UMAEXPORTS,Distribution Services
UMESLTD,OTHER
UMIYA-MRO,OTHER
UNICHEMLAB,Health Technology
UNIDT,Industrial Services
UNIECOM,OTHER
UNIENTER,Producer Manufacturing
UNIHEALTH,OTHER
UNIINFO,OTHER
UNILEX,OTHER
UNIMECH,Capital Goods
UNIONBANK,Financial Services
UNIPARTS,Producer Manufacturing
UNITDSPR,Fast Moving Consumer Goods
UNITECH,Finance
UNITEDPOLY,OTHER
UNITEDTEA,OTHER
UNIVASTU,Industrial Services
UNIVCABLES,Electronic Technology
UNIVPHOTO,OTHER
UNOMINDA,Automobile and Auto Components
UPL,Chemicals
URAVIDEF,OTHER
URBAN,OTHER
URBANCO,OTHER
URJA,Electronic Technology
USASEEDS,OTHER
USHAFIN,OTHER
USHAMART,Capital Goods
USK,Industrial Services
UTIAMC,Financial Services
UTKARSHBNK,OTHER
UTLSOLAR,OTHER
UTSSAV,OTHER
UTTAMSUGAR,Process Industries
UWCSL,OTHER
UYFINCORP,Finance
V2RETAIL,Consumer Services
VADILALIND,Consumer Non-Durables
VAIBHAVGBL,Consumer Durables
VAISHALI,Health Technology
VAKRANGEE,Retail Trade
VALIANTLAB,Health Technology
VALIANTORG,Process Industries
VARDHACRLC,Consumer Non-Durables
VARDMNPOLY,Process Industries
VARROC,Automobile and Auto Components
VASA,OTHER
VASCONEQ,Industrial Services
VASWANI,Non-Energy Minerals
VBL,Fast Moving Consumer Goods
VCL,Process Industries
VDEAL,OTHER
VEDL,Metals & Mining
VEEDOL,OTHER
VEEKAYEM,OTHER
VELS,OTHER
VENKEYS,Process Industries
VENTIVE,Consumer Services
VENUSPIPES,Non-Energy Minerals
VENUSREM,Health Technology
VERA,OTHER
VERANDA,OTHER
VERITAAS,OTHER
VERTEXPLUS,OTHER
VERTOZ,OTHER
VESUVIUS,Capital Goods
VETO,OTHER
VGINFOTECH,OTHER
VGL,OTHER
VGUARD,Consumer Durables
VHL,Finance
VHLTD,Consumer Services
VIAZ,OTHER
VIDHIING,OTHER
VIESL,OTHER
VIGOR,OTHER
VIJAYA,Healthcare
VIJAYPD,OTHER
VIJIFIN,Finance
VIKASECO,Process Industries
VIKASLIFE,Distribution Services
VIKRAMSOLR,OTHER
VIKRAN,OTHER
VILAS,OTHER
VILINBIO,OTHER
VIMTALABS,Commercial Services
VINATIORGA,Chemicals
VINCOFE,OTHER
VINDHYATEL,Industrial Services
VINEETLAB,Process Industries
VINNY,Process Industries
VINSYS,OTHER
VINYAS,OTHER
VINYLINDIA,Distribution Services
VIPCLOTHNG,Consumer Non-Durables
VIPIND,Consumer Durables
VIPULLTD,Finance
VIRINCHI,Technology Services
VISAKAIND,Process Industries
VISAMAN,OTHER
VISASTEEL,Non-Energy Minerals
VISHNU,Process Industries
VISHNUINFR,OTHER
VISHWARAJ,OTHER
VISHWAS,OTHER
VITAL,OTHER
VIVIANA,OTHER
VIVIDHA,Process Industries
VIVO,OTHER
VLEGOV,Technology Services
VLINFRA,OTHER
VLSFINANCE,Finance
VMARCIND,OTHER
VMART,Consumer Services
VMM,Consumer Services
VMSTMT,OTHER
VOLERCAR,OTHER
VOLTAMP,Capital Goods
VOLTAS,Consumer Durables
VPRPL,OTHER
VR,OTHER
VRAJ,OTHER
VRLLOG,Transportation
VSCL,OTHER
VSSL,Non-Energy Minerals
VSTIND,Fast Moving Consumer Goods
VSTL,Non-Energy Minerals
VSTTILLERS,Producer Manufacturing
VTL,Textiles
WAAREEENER,Capital Goods
WAAREERTL,Capital Goods
WABAG,Utilities
WALCHANNAG,Producer Manufacturing
WALPAR,OTHER
WANBURY,Health Technology
WCIL,OTHER
WEALTH,OTHER
WEBELSOLAR,Capital Goods
WEIZMANIND,Process Industries
WEL,Electronic Technology
WELCORP,Capital Goods
WELENT,Construction
WELINV,OTHER
WELSPUNLIV,Textiles
WENDT,Producer Manufacturing
WESTLIFE,Consumer Services
WEWIN,Commercial Services
WEWORK,OTHER
WHEELS,Producer Manufacturing
WHIRLPOOL,Consumer Durables
WHITEFORCE,OTHER
WILLAMAGOR,Finance
WINDLAS,Health Technology
WINDMACHIN,Producer Manufacturing
WINNY,OTHER
WINSOL,OTHER
WINSOME,Consumer Non-Durables
WIPL,OTHER
WIPRO,Information Technology
WOCKPHARMA,Healthcare
WOL3D,OTHER
WOMANCART,OTHER
WONDERLA,Consumer Services
WORTHPERI,Process Industries
WSI,OTHER
WSTCSTPAPR,Producer Manufacturing
WTICAB,OTHER
XCHANGING,Technology Services
XELPMOC,OTHER
XPROINDIA,Process Industries
XTGLOBAL,Technology Services
YASHO,Consumer Non-Durables
YASHOPTICS,OTHER
YATHARTH,Healthcare
YATRA,Consumer Services
YCCL,OTHER
YESBANK,Financial Services
YUDIZ,OTHER
YUKEN,Producer Manufacturing
ZAGGLE,Information Technology
ZEAL,OTHER
ZEEL,Media Entertainment & Publication
ZEELEARN,Consumer Services
ZEEMEDIA,Consumer Services
ZENITHDRUG,OTHER
ZENITHEXPO,Consumer Non-Durables
ZENITHSTL,OTHER
ZENSARTECH,Information Technology
ZENTEC,Capital Goods
ZFCVINDIA,Automobile and Auto Components
ZIMLAB,Health Technology
ZODIAC,Producer Manufacturing
ZODIACLOTH,Consumer Non-Durables
ZOTA,Health Technology
ZTECH,OTHER
ZUARI,Process Industries
ZUARIIND,Process Industries
ZYDUSLIFE,Healthcare
ZYDUSWELL,Fast Moving Consumer Goods
