Symbol,Sector
GROWWSC250,OTHER
GROWWSLVR,OTHER
GRPLTD,Producer Manufacturing
GRSE,Capital Goods
GRWRHITECH,Capital Goods
GSEC10ABSL,OTHER
GSEC10IETF,OTHER
GSEC10YEAR,OTHER
GSEC5IETF,OTHER
GSFC,Chemicals
GSLSU,Non-Energy Minerals
GSMFOILS,OTHER
GSPL,Oil Gas & Consumable Fuels
GSS,Technology Services
GSTL,OTHER
GTECJAINX,Commercial Services
GTL,Technology Services
GTLINFRA,Industrial Services
GTPL,Communications
GUFICBIO,Health Technology
GUJALKALI,OTHER
GUJAPOLLO,Producer Manufacturing
GUJGASLTD,Oil Gas & Consumable Fuels
GUJRAFFIA,Producer Manufacturing
GUJTHEM,Health Technology
GULFOILLUB,Oil Gas & Consumable Fuels
GULFPETRO,Energy Minerals
GULPOLY,Consumer Non-Durables
GURUNANAK,OTHER
GVKPIL,Industrial Services
GVPIL,Industrial Services
GVPTECH,Commercial Services
GVPTECHPP,OTHER
GVT&D,Capital Goods
HAL,Capital Goods
HALEOSLABS,OTHER
HAPPSTMNDS,Information Technology
HAPPYFORGE,Producer Manufacturing
HARDWYN,Distribution Services
HARIOMPIPE,Non-Energy Minerals
HARRMALAYA,Process Industries
HARSHA,Producer Manufacturing
HATHWAY,Consumer Services
HATSUN,Consumer Non-Durables
HAVELLS,Consumer Durables
HAVISHA,OTHER
HBLENGINE,Capital Goods
HBSL,Finance
HCC,Construction
HCG,Healthcare
HCL-INSYS,Technology Services
HCLTECH,Information Technology
HDBFS,OTHER
HDFCAMC,Financial Services
HDFCBANK,Financial Services
HDFCBSE500,OTHER
HDFCGOLD,OTHER
HDFCGROWTH,OTHER
HDFCLIFE,Financial Services
HDFCLIQUID,OTHER
HDFCLOWVOL,OTHER
HDFCMID150,OTHER
HDFCMOMENT,OTHER
HDFCNEXT50,OTHER
HDFCNIF100,OTHER
HDFCNIFBAN,OTHER
HDFCNIFIT,OTHER
HDFCNIFTY,OTHER
HDFCPSUBK,OTHER
HDFCPVTBAN,OTHER
HDFCQUAL,OTHER
HDFCSENSEX,OTHER
HDFCSILVER,OTHER
HDFCSML250,OTHER
HDFCVALUE,OTHER
HDIL,OTHER
HEADSUP,Retail Trade
HEALTHADD,OTHER
HEALTHIETF,OTHER
HEALTHY,OTHER
HECPROJECT,Industrial Services
HEG,Capital Goods
HEIDELBERG,Non-Energy Minerals
HEMIPROP,Services
HERANBA,Process Industries
HERCULES,Producer Manufacturing
HERITGFOOD,Fast Moving Consumer Goods
HEROMOTOCO,Automobile and Auto Components
HESTERBIO,Health Technology
HEUBACHIND,OTHER
HEXATRADEX,Distribution Services
HEXT,Information Technology
HFCL,Telecommunication
HGINFRA,Construction
HGM,OTHER
HGS,Commercial Services
HIGREEN,OTHER
HIKAL,Healthcare
HILINFRA,OTHER
HILTON,Producer Manufacturing
HIMATSEIDE,Process Industries
HINDALCO,Metals & Mining
HINDCOMPOS,Producer Manufacturing
HINDCON,Non-Energy Minerals
HINDCOPPER,Metals & Mining
HINDOILEXP,OTHER
HINDPETRO,Oil Gas & Consumable Fuels
HINDUNILVR,Fast Moving Consumer Goods
HINDWAREAP,OTHER
HINDZINC,Metals & Mining
HIRECT,Producer Manufacturing
HISARMETAL,Non-Energy Minerals
HITECH,Non-Energy Minerals
HITECHCORP,Producer Manufacturing
HITECHGEAR,Producer Manufacturing
HLEGLAS,Producer Manufacturing
HLVLTD,Consumer Services
HMAAGRO,Distribution Services
HMT,Producer Manufacturing
HMVL,Consumer Services
HNDFDS,Consumer Non-Durables
HNGSNGBEES,OTHER
HOACFOODS,OTHER
HOLMARC,OTHER
HOMEFIRST,Financial Services
HOMESFY,OTHER
HONASA,Fast Moving Consumer Goods
HONAUT,Capital Goods
HONDAPOWER,OTHER
HPAL,Non-Energy Minerals
HPIL,Process Industries
HPL,Electronic Technology
HPTL,OTHER
HRHNEXT,OTHER
HSCL,Chemicals
HTMEDIA,Consumer Services
HUBTOWN,Finance
HUDCO,Financial Services
HUHTAMAKI,Process Industries
HVAX,OTHER
HYBRIDFIN,Finance
HYUNDAI,Automobile and Auto Components
IBLFL,OTHER
ICDSLTD,Finance
ICEMAKE,OTHER
ICICIB22,OTHER
ICICIBANK,Financial Services
ICICIGI,Financial Services
ICICIPRULI,Financial Services
ICIL,Textiles
ICRA,Commercial Services
IDBI,Financial Services
IDEA,Telecommunication
IDEAFORGE,Electronic Technology
IDENTICAL,OTHER
IDFCFIRSTB,Financial Services
IDFNIFTYET,OTHER
IEML,OTHER
IEX,Financial Services
IFBAGRO,Consumer Non-Durables
IFBIND,Consumer Durables
IFCI,Financial Services
IFGLEXPOR,Producer Manufacturing
IGARASHI,Producer Manufacturing
IGCL,OTHER
IGIL,Services
IGL,Oil Gas & Consumable Fuels
IGPL,OTHER
IIFL,Financial Services
IIFLCAPS,Financial Services
IITL,OTHER
IKIO,OTHER
IKS,Information Technology
IL&FSENGG,OTHER
IL&FSTRANS,Industrial Services
IMAGICAA,Consumer Services
IMFA,Metals & Mining
IMPAL,OTHER
IMPEXFERRO,Non-Energy Minerals
INCREDIBLE,Non-Energy Minerals
INDBANK,OTHER
INDGN,Healthcare
INDHOTEL,Consumer Services
INDIACEM,Construction Materials
INDIAGLYCO,Fast Moving Consumer Goods
INDIAMART,Consumer Services
INDIANB,Financial Services
INDIANCARD,Producer Manufacturing
INDIANHUME,Producer Manufacturing
INDIASHLTR,Financial Services
INDIGO,Services
INDIGOPNTS,Consumer Durables
INDIGRID,OTHER
INDIQUBE,OTHER
INDNIPPON,Producer Manufacturing
INDOAMIN,Process Industries
INDOBORAX,Process Industries
INDOCO,Health Technology
INDOFARM,OTHER
INDORAMA,OTHER
INDOSTAR,OTHER
INDOTECH,Producer Manufacturing
INDOTHAI,Finance
INDOUS,OTHER
INDOWIND,Utilities
INDRAMEDCO,Health Services
INDSWFTLAB,Health Technology
INDTERRAIN,Consumer Non-Durables
INDUSINDBK,Financial Services
INDUSINVIT,OTHER
INDUSTOWER,Telecommunication
INFIBEAM,Financial Services
INFINIUM,OTHER
INFLUX,OTHER
INFOBEAN,Technology Services
INFOLLION,OTHER
INFOMEDIA,Consumer Services
INFRABEES,OTHER
INFRAIETF,OTHER
INFY,Information Technology
INGERRAND,Capital Goods
INM,OTHER
INNOMET,OTHER
INNOVACAP,Healthcare
INNOVANA,Technology Services
INOXGREEN,Power
INOXINDIA,Capital Goods
INOXWIND,Capital Goods
INSECTICID,Process Industries
INSPIRE,OTHER
INSPIRISYS,Technology Services
INTELLECT,Information Technology
INTENTECH,Technology Services
INTERARCH,OTHER
INTERNET,OTHER
INTLCONV,Producer Manufacturing
INVENTURE,Finance
IOB,Financial Services
IOC,Oil Gas & Consumable Fuels
IOLCP,OTHER
IONEXCHANG,Utilities
IPCALAB,Healthcare
IPHL,OTHER
IPL,Process Industries
IRB,Construction
IRBINVIT,OTHER
IRCON,Construction
IRCTC,Consumer Services
IREDA,Financial Services
IRFC,Financial Services
IRIS,Technology Services
IRISDOREME,Consumer Non-Durables
IRMENERGY,Energy Minerals
ISFT,Retail Trade
ISGEC,Construction
ISHAN,OTHER
ISHANCH,OTHER
IT,OTHER
ITBEES,OTHER
ITC,Fast Moving Consumer Goods
ITCHOTELS,Consumer Services
ITDC,Consumer Services
ITETF,OTHER
ITETFADD,OTHER
ITI,Telecommunication
ITIETF,OTHER
ITTL,OTHER
IVALUE,OTHER
IVC,Finance
IVP,Process Industries
IVZINGOLD,OTHER
IVZINNIFTY,OTHER
IWARE,OTHER
IXIGO,Consumer Services
IZMO,Technology Services
J&KBANK,Financial Services
JAGRAN,Consumer Services
JAGSNPHARM,Health Technology
JAIBALAJI,Metals & Mining
JAICORPLTD,Process Industries
JAINIK,OTHER
JAINREC,OTHER
JAIPURKURT,Consumer Non-Durables
JALAN,OTHER
JAMNAAUTO,Automobile and Auto Components
JARO,OTHER
JASH,Producer Manufacturing
JAYAGROGN,Process Industries
JAYBARMARU,Distribution Services
JAYBEE,OTHER
JAYESH,OTHER
JAYKAY,OTHER
JAYNECOIND,Producer Manufacturing
JAYSREETEA,OTHER
JBCHEPHARM,Healthcare
JBMA,Automobile and Auto Components
JCHAC,Consumer Durables
JETFREIGHT,Transportation
JEYYAM,OTHER
JFLLIFE,OTHER
JGCHEM,Process Industries
JHS,OTHER
JINDALPHOT,Finance
JINDALPOLY,Process Industries
JINDALSAW,Capital Goods
JINDALSTEL,Metals & Mining
JINDRILL,OTHER
JINDWORLD,Textiles
JIOFIN,Financial Services
JISLDVREQS,Producer Manufacturing
JISLJALEQS,Capital Goods
JITFINFRA,Transportation
JIWANRAM,OTHER
JKCEMENT,Construction Materials
JKIL,Construction
JKIPL,OTHER
JKLAKSHMI,Construction Materials
JKPAPER,Forest Materials
JKTYRE,Automobile and Auto Components
JLHL,OTHER
JMA,OTHER
JMFINANCIL,Financial Services
JNKINDIA,Producer Manufacturing
JOCIL,Process Industries
JPASSOCIAT,OTHER
JPOLYINVST,OTHER
JPPOWER,Power
JSFB,Financial Services
JSL,Metals & Mining
JSLL,OTHER
JSWCEMENT,OTHER
JSWENERGY,Power
JSWHL,Finance
JSWINFRA,Services
JSWSTEEL,Metals & Mining
JTEKTINDIA,Consumer Durables
JTLIND,Non-Energy Minerals
JUBLCPL,OTHER
JUBLFOOD,Consumer Services
JUBLINGREA,Chemicals
JUBLPHARMA,Healthcare
JUNIORBEES,OTHER
JUNIPER,Consumer Services
JUSTDIAL,Consumer Services
JWL,Capital Goods
JYOTHYLAB,Fast Moving Consumer Goods
JYOTICNC,Capital Goods
JYOTIGLOBL,OTHER
JYOTISTRUC,Utilities
K2INFRA,OTHER
KABRAEXTRU,OTHER
KAJARIACER,Consumer Durables
KAKATCEM,OTHER
KALAMANDIR,Retail Trade
KALANA,OTHER
KALPATARU,OTHER
KALYANIFRG,Producer Manufacturing
KALYANKJIL,Consumer Durables
KAMATHOTEL,OTHER
KAMDHENU,Non-Energy Minerals
KAMOPAINTS,Process Industries
KANANIIND,Consumer Durables
KANDARP,OTHER
KANORICHEM,Process Industries
KANPRPLA,Producer Manufacturing
KANSAINER,Process Industries
KAPSTON,OTHER
KARMAENG,Utilities
KARNIKA,OTHER
KARURVYSYA,Financial Services
KATARIA,OTHER
KAUSHALYA,OTHER
KAVDEFENCE,OTHER
KAYA,Consumer Non-Durables
KAYNES,Capital Goods
KAYTEX,OTHER
KCEIL,OTHER
KCK,OTHER
KCP,Producer Manufacturing
KCPSUGIND,OTHER
KDDL,Consumer Durables
KDL,OTHER
KEC,Construction
KECL,Producer Manufacturing
KEEPLEARN,Commercial Services
KEI,Capital Goods
KELLTONTEC,Technology Services
KEN,OTHER
KERNEX,OTHER
KESORAMIND,Non-Energy Minerals
KEYFINSERV,OTHER
KFINTECH,Financial Services
KHADIM,Consumer Non-Durables
KHAICHEM,OTHER
KHAITANLTD,Consumer Durables
KHANDSE,Finance
KICL,Finance
KILITCH,Health Technology
KIMS,Healthcare
KINGFA,OTHER
KIOCL,Non-Energy Minerals
KIRIINDUS,Process Industries
KIRLOSBROS,Capital Goods
KIRLOSENG,Capital Goods
KIRLOSIND,Non-Energy Minerals
KIRLPNU,Capital Goods
KITEX,Textiles
KKCL,Consumer Non-Durables
KKJEWELS,OTHER
KLL,OTHER
KMEW,OTHER
KMSUGAR,Process Industries
KNAGRI,OTHER
KNRCON,Construction
KODYTECH,OTHER
KOHINOOR,Process Industries
KOKUYOCMLN,Consumer Durables
KOLTEPATIL,Finance
KONSTELEC,OTHER
KONTOR,OTHER
KOPRAN,Health Technology
KORE,OTHER
KOTAKBANK,Financial Services
KOTARISUG,OTHER
KOTHARIPET,OTHER
KOTHARIPRO,Distribution Services
KOTYARK,OTHER
KPEL,Utilities
KPIGREEN,Power
KPIL,Construction
KPITTECH,Information Technology
KPRMILL,Textiles
KRBL,Fast Moving Consumer Goods
KREBSBIO,OTHER
KRIDHANINF,Non-Energy Minerals
KRISHANA,Process Industries
KRISHCA,OTHER
KRISHIVAL,OTHER
KRISHNADEF,OTHER
KRITI,Producer Manufacturing
KRITIKA,Producer Manufacturing
KRITINUT,Process Industries
KRN,Capital Goods
KRONOX,OTHER
KROSS,OTHER
KRSNAA,Health Services
KRT,OTHER
KRYSTAL,OTHER
KSB,Capital Goods
KSCL,Fast Moving Consumer Goods
KSHITIJPOL,Process Industries
KSL,Capital Goods
KSOLVES,Technology Services
KSR,OTHER
KTKBANK,Financial Services
KUANTUM,Process Industries
LAGNAM,Process Industries
LAKPRE,Producer Manufacturing
LAKSHYA,OTHER
LAL,Consumer Non-Durables
LALPATHLAB,Healthcare
LAMBODHARA,Process Industries
LAMOSAIC,OTHER
LANCORHOL,Finance
LANDMARK,Retail Trade
LAOPALA,Consumer Durables
LASA,Health Technology
LATENTVIEW,Information Technology
LATTEYS,Producer Manufacturing
LAURUSLABS,Healthcare
LAWSIKHO,OTHER
LAXMICOT,Process Industries
LAXMIDENTL,OTHER
LAXMIINDIA,OTHER
LCCINFOTEC,Technology Services
LEMERITE,OTHER
LEMONTREE,Consumer Services
LENSKART,OTHER
LEXUS,Producer Manufacturing
LFIC,OTHER
LGBBROSLTD,OTHER
LGEINDIA,OTHER
LGHL,Consumer Durables
LIBAS,OTHER
LIBERTSHOE,Consumer Non-Durables
LICHSGFIN,Financial Services
LICI,Financial Services
LICMFGOLD,OTHER
LICNETFGSC,OTHER
LICNETFN50,OTHER
LICNETFSEN,OTHER
LICNFNHGP,OTHER
LICNMID100,OTHER
LIKHITHA,OTHER
LINC,Consumer Non-Durables
LINCOLN,Health Technology
LINDEINDIA,Chemicals
LIQGRWBEES,OTHER
LIQUID,OTHER
LIQUID1,OTHER
LIQUIDADD,OTHER
LIQUIDBEES,OTHER
LIQUIDBETF,OTHER
LIQUIDCASE,OTHER
LIQUIDETF,OTHER
LIQUIDIETF,OTHER
LIQUIDPLUS,OTHER
LIQUIDSBI,OTHER
LIQUIDSHRI,OTHER
LLOYDPP,OTHER
LLOYDS,OTHER
LLOYDSENGG,Capital Goods
LLOYDSENPP,OTHER
LLOYDSENT,Metals & Mining
LLOYDSME,Metals & Mining
LMW,Capital Goods
LODHA,Realty
LOKESHMACH,Technology Services
LORDSCHLO,Process Industries
LOTUSDEV,OTHER
LOTUSEYE,OTHER
LOVABLE,Consumer Non-Durables
LOWVOL,OTHER
LOWVOL1,OTHER
LOWVOLIETF,OTHER
LOYALTEX,Process Industries
LPDC,Finance
LRRPL,OTHER
LT,Construction
LTF,Financial Services
LTFOODS,Fast Moving Consumer Goods
LTGILTBEES,OTHER
LTGILTCASE,OTHER
LTIM,Information Technology
LTTS,Information Technology
LUMAXIND,Producer Manufacturing
LUMAXTECH,Automobile and Auto Components
LUPIN,Healthcare
LUXIND,Textiles
LXCHEM,Chemicals
LYKALABS,Health Technology
LYPSAGEMS,Consumer Durables
M&M,Automobile and Auto Components
M&MFIN,Financial Services
MAANALU,Non-Energy Minerals
MACOBSTECH,OTHER
MACPOWER,Producer Manufacturing
MADHAV,OTHER
MADHAVBAUG,OTHER
MADHUCON,Industrial Services
MADHUSUDAN,OTHER
MADRASFERT,Process Industries
MAFANG,OTHER
MAGADSUGAR,Process Industries
MAGNUM,Process Industries
MAGSON,OTHER
MAHABANK,Financial Services
MAHAPEXLTD,Finance
MAHASTEEL,Non-Energy Minerals
MAHEPC,OTHER
MAHESHWARI,OTHER
MAHICKRA,OTHER
MAHKTECH,OTHER
MAHLIFE,Realty
MAHLOG,Transportation
MAHSCOOTER,Financial Services
MAHSEAMLES,Capital Goods
MAITHANALL,Non-Energy Minerals
MAITREYA,OTHER
MAKEINDIA,OTHER
MAL,OTHER
MALLCOM,Consumer Non-Durables
MALUPAPER,Process Industries
MAMATA,OTHER
MANAKALUCO,Non-Energy Minerals
MANAKCOAT,OTHER
MANAKSIA,Non-Energy Minerals
MANAKSTEEL,Non-Energy Minerals
MANALIPETC,OTHER
MANAPPURAM,Financial Services
MANBA,OTHER
MANCREDIT,Finance
MANDEEP,OTHER
MANGALAM,OTHER
MANGLMCEM,Non-Energy Minerals
MANINDS,Producer Manufacturing
MANINFRA,Construction
MANKIND,Healthcare
MANOMAY,Process Industries
MANORAMA,Fast Moving Consumer Goods
MANORG,Process Industries
MANUFGBEES,OTHER
MANUGRAPH,Producer Manufacturing
MANYAVAR,Consumer Services
MAPMYINDIA,Information Technology
MARALOVER,Process Industries
MARATHON,Finance
MARCO,OTHER
MARICO,Fast Moving Consumer Goods
MARINE,OTHER
MARINETRAN,OTHER
MARKOLINES,OTHER
MARKSANS,Healthcare
MARUTI,Automobile and Auto Components
MASFIN,Finance
MASON,OTHER
MASPTOP50,OTHER
MASTEK,Information Technology
MASTER,OTHER
MASTERTR,Finance
MATRIMONY,Technology Services
MAWANASUG,Consumer Non-Durables
MAXESTATES,Realty
MAXHEALTH,Healthcare
MAXIND,Health Services
MAXVOLT,OTHER
MAYURUNIQ,Process Industries
MAZDA,Producer Manufacturing
MAZDOCK,Capital Goods
MBAPL,OTHER
MBEL,OTHER
MBLINFRA,Industrial Services
MCL,Non-Energy Minerals
MCLEODRUSS,Consumer Non-Durables
MCLOUD,Technology Services
MCON,OTHER
MCX,Financial Services
MDL,OTHER
MEDANTA,Healthcare
MEDIASSIST,OTHER
MEDICAMEQ,Health Technology
MEDICO,Health Technology
MEDISTEP,OTHER
MEDPLUS,Consumer Services
MEGAFLEX,OTHER
MEGASOFT,Technology Services
MEGASTAR,Process Industries
MEGATHERM,OTHER
MEIL,OTHER
MENONBE,Producer Manufacturing
MEP,Transportation
METAL,OTHER
METALIETF,OTHER
METROBRAND,Retail Trade
METROPOLIS,Healthcare
MFML,OTHER
MFSL,Financial Services
MGEL,OTHER
MGL,Oil Gas & Consumable Fuels
MGSL,OTHER
MHHL,OTHER
MHLXMIRU,Process Industries
MHRIL,OTHER
MICEL,Health Technology
MID150,OTHER
MID150BEES,OTHER
MID150CASE,OTHER
MIDCAP,OTHER
MIDCAPETF,OTHER
MIDCAPIETF,OTHER
MIDHANI,Capital Goods
MIDQ50ADD,OTHER
MIDSELIETF,OTHER
MIDSMALL,OTHER
MIDWESTLTD,OTHER
MIEL,OTHER
MINDACORP,Automobile and Auto Components
MINDSPACE,OTHER
MINDTECK,Technology Services
MIRCELECTR,Electronic Technology
MIRZAINT,Consumer Non-Durables
MITCON,OTHER
MITTAL,Process Industries
MKPL,Process Industries
MMEL,OTHER
MMFL,OTHER
MMP,Non-Energy Minerals
MMTC,Services
MNC,OTHER
MOALPHA50,OTHER
MOBIKWIK,OTHER
MOCAPITAL,OTHER
MODEFENCE,OTHER
MODIRUBBER,Consumer Durables
MODIS,OTHER
MODISONLTD,Industrial Services
MODTHREAD,Process Industries
MOENERGY,OTHER
MOGOLD,OTHER
MOGSEC,OTHER
MOHEALTH,OTHER
MOHITIND,Process Industries
MOIL,Metals & Mining
MOINFRA,OTHER
MOIPO,OTHER
MOKSH,Consumer Durables
MOL,Process Industries
MOLDTECH,Industrial Services
MOLDTKPAC,Producer Manufacturing
MOLOWVOL,OTHER
MOM100,OTHER
MOM30IETF,OTHER
MOM50,OTHER
MOMENTUM,OTHER
MOMENTUM30,OTHER
MOMENTUM50,OTHER
MOMGF,OTHER
MOMIDMTM,OTHER
MOMNC,OTHER
MOMOMENTUM,OTHER
MON100,OTHER
MON50EQUAL,OTHER
MONARCH,OTHER
MONEXT50,OTHER
MONEYBOXX,Finance
MONIFTY100,OTHER
MONIFTY500,OTHER
MONOLITH,OTHER
MONOPHARMA,OTHER
MONQ50,OTHER
MONTECARLO,Consumer Non-Durables
MOPSE,OTHER
MOQUALITY,OTHER
MORARJEE,Process Industries
MOREALTY,OTHER
MOREPENLAB,Health Technology
MOS,OTHER
MOSCHIP,Electronic Technology
MOSERVICE,OTHER
MOSILVER,OTHER
MOSMALL250,OTHER
MOTHERSON,Automobile and Auto Components
MOTILALOFS,Financial Services
MOTISONS,Retail Trade
MOTOGENFIN,OTHER
MOTOUR,OTHER
MOVALUE,OTHER
MOXSH,OTHER
MPEL,OTHER
MPHASIS,Information Technology
MPSLTD,Consumer Services
MRF,Automobile and Auto Components
MRIL,OTHER
MRPL,Oil Gas & Consumable Fuels
MSCIADD,OTHER
MSCIINDIA,OTHER
MSPL,Non-Energy Minerals
MSTCLTD,Services
MSUMI,Automobile and Auto Components
MTARTECH,Capital Goods
MTEDUCARE,Consumer Services
MTNL,Communications
MUFIN,Finance
MUFTI,Retail Trade
MUKANDLTD,Non-Energy Minerals
MUKKA,Consumer Non-Durables
MUKTAARTS,Technology Services
MULTICAP,OTHER
MUNISH,OTHER
MUNJALAU,Producer Manufacturing
MUNJALSHOW,Producer Manufacturing
MURUDCERA,Producer Manufacturing
MUTHOOTCAP,Finance
MUTHOOTFIN,Financial Services
MUTHOOTMF,Finance
MVGJL,OTHER
MVKAGRO,OTHER
MWL,Non-Energy Minerals
MYMUDRA,OTHER
NACLIND,Process Industries
NAGAFERT,OTHER
NAGREEKCAP,OTHER
NAGREEKEXP,Process Industries
NAHARCAP,OTHER
NAHARINDUS,OTHER
NAHARPOLY,Process Industries
NAHARSPING,Process Industries
NAM-INDIA,Financial Services
NAMAN,OTHER
NAMOEWASTE,OTHER
NARMADA,Process Industries
NATCAPSUQ,Health Technology
NATCOPHARM,Healthcare
NATHBIOGEN,Process Industries
NATIONALUM,Metals & Mining
NAUKRI,Consumer Services
NAVA,Power
NAVINFLUOR,Chemicals
NAVKARCORP,Transportation
NAVKARURB,Non-Energy Minerals
NAVNETEDUL,Producer Manufacturing
NAZARA,Media Entertainment & Publication
NBCC,Construction
NBIFIN,OTHER
NCC,Construction
NCLIND,Non-Energy Minerals
NDGL,OTHER
NDL,Process Industries
NDLVENTURE,Consumer Services
NDRAUTO,Producer Manufacturing
NDRINVIT,OTHER
NDTV,Consumer Services
NECCLTD,OTHER
NECLIFE,Health Technology
NEELAM,OTHER
NELCAST,Non-Energy Minerals
NELCO,Electronic Technology
NEOGEN,Chemicals
NEPHROCARE,OTHER
NEPTUNE,OTHER
NESCO,Services
NESTLEIND,Fast Moving Consumer Goods
NETF,OTHER
NETWEB,Information Technology
NETWORK18,Media Entertainment & Publication
NEULANDLAB,Healthcare
NEWGEN,Information Technology
NEWJAISA,OTHER
NEXT30ADD,OTHER
NEXT50,OTHER
NEXT50IETF,OTHER
NEXTMEDIA,Consumer Services
NFL,Chemicals
NGIL,OTHER
NGLFINE,Health Technology
NH,Healthcare
NHIT,OTHER
NHPC,Power
NIACL,Financial Services
NIBE,Process Industries
NIBL,Producer Manufacturing
NIDAN,OTHER
NIF100BEES,OTHER
NIF100IETF,OTHER
NIF10GETF,OTHER
NIF5GETF,OTHER
NIFITETF,OTHER
NIFMID150,OTHER
NIFTY1,OTHER
NIFTY100EW,OTHER
NIFTY50ADD,OTHER
NIFTYBEES,OTHER
NIFTYBETF,OTHER
NIFTYCASE,OTHER
NIFTYETF,OTHER
NIFTYIETF,OTHER
NIFTYQLITY,OTHER
NIITLTD,Commercial Services
NIITMTS,Commercial Services
NIKITA,OTHER
NILAINFRA,Industrial Services
NILASPACES,Consumer Durables
NILKAMAL,Consumer Durables
NINSYS,Technology Services
NIPPOBATRY,Producer Manufacturing
NIRAJ,Industrial Services
NIRAJISPAT,OTHER
NIRMAN,OTHER
NITCO,Producer Manufacturing
NITINSPIN,Process Industries
NITIRAJ,Electronic Technology
NIVABUPA,Financial Services
NKIND,Process Industries
NLCINDIA,Power
NMDC,Metals & Mining
NMSTEEL,OTHER
NOCIL,Process Industries
NOIDATOLL,Commercial Services
NORBTEAEXP,Consumer Non-Durables
NORTHARC,OTHER
NOVAAGRI,Process Industries
NPBET,OTHER
NPST,OTHER
NRAIL,Process Industries
NRBBEARING,OTHER
NRL,Non-Energy Minerals
NRVANDANA,OTHER
NSIL,Finance
NSLNISP,Metals & Mining
NTPC,Power
NTPCGREEN,Power
NUCLEUS,Technology Services
NURECA,Health Technology
NUVAMA,Financial Services
NUVOCO,Construction Materials
NV20,OTHER
NV20BEES,OTHER
NV20IETF,OTHER
NXST,OTHER
NYKAA,Consumer Services
OAL,Process Industries
OBCL,Transportation
OBEROIRLTY,Realty
OBSCP,OTHER
OCCLLTD,OTHER
ODIGMA,OTHER
OFSS,Information Technology
OIL,Oil Gas & Consumable Fuels
OILCOUNTUB,Industrial Services
OILIETF,OTHER
OLAELEC,Automobile and Auto Components
OLECTRA,Automobile and Auto Components
OLIL,OTHER
OMAXAUTO,Producer Manufacturing
OMAXE,Finance
OMFREIGHT,OTHER
OMFURN,OTHER
OMINFRAL,Industrial Services
OMKARCHEM,Process Industries
ONDOOR,OTHER
ONELIFECAP,Finance
ONEPOINT,OTHER
ONESOURCE,Healthcare
ONGC,Oil Gas & Consumable Fuels
ONMOBILE,Communications
ONWARDTEC,Technology Services
ONYX,OTHER
OPTIEMUS,Telecommunication
OPTIVALUE,OTHER
ORBTEXP,Process Industries
ORCHASP,Technology Services
ORCHPHARMA,Healthcare
ORIANA,OTHER
ORICONENT,Producer Manufacturing
ORIENTALTL,Non-Energy Minerals
ORIENTBELL,Producer Manufacturing
ORIENTCEM,Construction Materials
ORIENTCER,Non-Energy Minerals
ORIENTELEC,Consumer Durables
ORIENTHOT,Consumer Services
ORIENTLTD,Process Industries
ORIENTPPR,Process Industries
ORIENTTECH,OTHER
ORISSAMINE,OTHER
ORKLAINDIA,OTHER
ORTEL,Consumer Services
ORTINGLOBE,OTHER
OSELDEVICE,OTHER
OSIAHYPER,Retail Trade
OSWALAGRO,Finance
OSWALGREEN,Finance
OSWALPUMPS,Capital Goods
OSWALSEEDS,OTHER
OWAIS,OTHER
PACEDIGITK,OTHER
PAGEIND,Textiles
PAISALO,Finance
PAKKA,Process Industries
PALASHSECU,Consumer Non-Durables
PALREDTEC,Distribution Services
PANACEABIO,Health Technology
PANACHE,Electronic Technology
PANAMAPET,Process Industries
PANSARI,Technology Services
PAR,OTHER
PARACABLES,Producer Manufacturing
PARADEEP,Chemicals
PARAGMILK,Consumer Non-Durables
PARAGON,OTHER
PARAMATRIX,OTHER
PARAMOUNT,OTHER
PARAS,Capital Goods
PARASPETRO,Process Industries
PARIN,OTHER
PARKHOTELS,Consumer Services
PARSVNATH,Finance
PARTH,OTHER
PARTYCRUS,OTHER
PASHUPATI,Process Industries
PASUPTAC,Process Industries
PATANJALI,Fast Moving Consumer Goods
PATELENG,Construction
PATELRMART,OTHER
PATILAUTOM,OTHER
PATINTLOG,Transportation
PATTECH,OTHER
PAUSHAKLTD,OTHER
PAVNAIND,Producer Manufacturing
PAYTM,Financial Services
PCBL,Chemicals
PCCL,OTHER
PCJEWELLER,Consumer Durables
PDMJEPAPER,OTHER
PDSL,Consumer Non-Durables
PEARLPOLY,Process Industries
PELATRO,OTHER
PENIND,Non-Energy Minerals
PENINLAND,Finance
PENTAGON,OTHER
PERFECT,OTHER
PERSISTENT,Information Technology
PETRONET,Oil Gas & Consumable Fuels
PFC,Financial Services
PFIZER,Healthcare
PFOCUS,Consumer Services
PFS,OTHER
PGEL,Consumer Durables
PGHH,Fast Moving Consumer Goods
PGHL,OTHER
PGIL,Textiles
PGINVIT,OTHER
PHANTOMFX,OTHER
PHARMABEES,OTHER
PHOENIXLTD,Realty
PHOGLOBAL,OTHER
PICCADIL,Process Industries
PIDILITIND,Chemicals
PIGL,OTHER
PIIND,Chemicals
PILANIINVS,OTHER
PILITA,Producer Manufacturing
PINELABS,OTHER
PIONEEREMB,Consumer Non-Durables
PIRAMALFIN,OTHER
PITTIENG,Producer Manufacturing
PIXTRANS,Producer Manufacturing
PKTEA,OTHER
PLASTIBLEN,Process Industries
PLATIND,Process Industries
PLAZACABLE,Producer Manufacturing
PNB,Financial Services
PNBGILTS,Finance
